timestamp,open,high,low,close,volume
2025-09-27 02:53:42.111244,45123.01847068733,45094.149376716174,45048.78355180624,45074.50712295168,422
2025-09-27 03:08:42.111244,45031.23350449291,45099.03090072958,44947.66090269118,45054.34624846705,473
2025-09-27 03:23:42.111244,45186.37914577939,45199.333343460756,45091.92680948095,45152.07829987322,411
2025-09-27 03:38:42.111244,45386.65730864728,45493.83029302161,45198.86285915463,45381.11154902547,131
2025-09-27 03:53:42.111244,45354.13315913505,45412.494239951564,45302.017848161704,45346.56731350802,419
2025-09-27 04:08:42.111244,45252.91628321615,45336.277846926794,45190.47259057399,45312.025540656694,98
2025-09-27 04:23:42.111244,45483.398833077685,45600.30714443855,45481.870384547015,45549.48623367386,97
2025-09-27 04:38:42.111244,45658.56323552983,45725.15356981352,45551.5002806005,45665.18021373785,183
2025-09-27 04:53:42.111244,45602.745008441154,45622.0620731032,45495.87949510167,45595.33782653866,287
2025-09-27 05:08:42.111244,45643.54466893547,45781.19993869644,45675.853125242764,45677.3006037676,431
2025-09-27 05:23:42.111244,45575.7059182225,45746.14811181575,45596.37330429216,45608.36672053679,438
2025-09-27 05:38:42.111244,45555.93020708708,45657.97813420377,45445.91720629422,45539.0860281923,384
2025-09-27 05:53:42.111244,45592.844774031975,45612.095155696334,45470.243720399434,45575.95913961826,222
2025-09-27 06:08:42.111244,45285.413641799,45307.41774691801,45210.52450666868,45289.54587361064,449
2025-09-27 06:23:42.111244,45054.79302106032,45047.15560845973,44963.80768053487,45031.38696942474,417
2025-09-27 06:38:42.111244,44912.396541858034,45008.267867223556,44839.45922123643,44947.62261072964,194
2025-09-27 06:53:42.111244,44785.59866585793,44936.90286533069,44792.42426903298,44796.276713370535,236
2025-09-27 07:08:42.111244,44893.428912124386,44889.62432311861,44766.583674661095,44843.99258395087,169
2025-09-27 07:23:42.111244,44710.41740721194,44797.774626723614,44560.556566671694,44708.36774331375,233
2025-09-27 07:38:42.111244,44500.89033424212,44620.912220692124,44475.663454867645,44497.100958804505,406
2025-09-27 07:53:42.111244,44786.70544241282,44860.49813184055,44703.50289951923,44717.52704483379,412
2025-09-27 08:08:42.111244,44642.2591054764,44764.92183511207,44678.891141847744,44684.23937045186,128
2025-09-27 08:23:42.111244,44718.84028284537,44714.69600324698,44635.50833963234,44694.94737184611,212
2025-09-27 08:38:42.111244,44531.73350299938,44606.64859202954,44420.567211186186,44481.81391460513,57
2025-09-27 08:53:42.111244,44390.98953882246,44489.70720164194,44365.34273551136,44400.735276617415,148
2025-09-27 09:08:42.111244,44443.741359370586,44486.50485740535,44404.836449993,44417.95243576494,366
2025-09-27 09:23:42.111244,44216.42158492633,44291.86562801988,44219.67663569455,44245.882169842655,405
2025-09-27 09:38:42.111244,44282.21367141853,44405.184772819775,44183.62075129735,44302.815643285554,76
2025-09-27 09:53:42.111244,44224.847602970214,44329.24200476109,44205.88910447381,44213.29861048878,424
2025-09-27 10:08:42.111244,44194.08031890416,44179.17697057405,44087.713890703606,44170.123318710845,325
2025-09-27 10:23:42.111244,44114.074192939675,44116.499551772926,43990.932155409406,44080.44609756749,362
2025-09-27 10:38:42.111244,44405.955453543065,44539.63475815428,44357.544482804115,44358.86659593488,328
2025-09-27 10:53:42.111244,44355.39738615859,44415.11372868198,44209.05203804337,44357.420782915244,405
2025-09-27 11:08:42.111244,44235.15126691809,44219.84888650042,44094.90595248106,44199.34291426291,253
2025-09-27 11:23:42.111244,44313.034276465965,44432.38709750061,44258.69055075519,44323.30342176944,435
2025-09-27 11:38:42.111244,44167.818384312486,44164.91009576508,44116.0129014998,44140.75564496484,460
2025-09-27 11:53:42.111244,44178.88861884217,44213.11360178014,44026.898125663516,44172.6639549066,209
2025-09-27 12:08:42.111244,43892.66254422815,43885.7049878547,43844.696758181744,43879.29220701569,227
2025-09-27 12:23:42.111244,43693.348306592634,43763.73541335755,43638.195417180825,43680.643070371974,241
2025-09-27 12:38:42.111244,43662.609876149465,43870.12587175134,43624.63246245181,43710.7510264434,89
2025-09-27 12:53:42.111244,43788.376128367934,43845.142243288894,43791.291353986206,43822.09978413376,409
2025-09-27 13:08:42.111244,43851.46004019784,43959.02838888984,43789.7729024395,43848.38379700331,285
2025-09-27 13:23:42.111244,43780.996952946894,43872.564797423605,43746.379986172076,43831.615325336126,82
2025-09-27 13:38:42.111244,43811.964874784775,43910.717226523295,43733.91709160109,43787.028541688785,78
2025-09-27 13:53:42.111244,43591.97569281337,43679.00851937351,43496.66774456323,43565.829013824725,82
2025-09-27 14:08:42.111244,43468.2462698429,43463.67348249569,43426.51617772318,43458.43115325657,149
2025-09-27 14:23:42.111244,43356.28008792092,43435.39725269477,43323.668732845574,43389.91410830365,194
2025-09-27 14:38:42.111244,43590.4653810936,43572.049922859514,43522.60281011975,43549.06121292755,379
2025-09-27 14:53:42.111244,43662.29904624541,43814.35188641398,43448.16845493661,43601.18272705386,114
2025-09-27 15:08:42.111244,43341.71777926389,43487.25943019517,43231.46473294387,43337.30547444051,171
2025-09-27 15:23:42.111244,43401.812901894315,43396.528118285314,43282.644826489784,43386.49684054078,92
2025-09-27 15:38:42.111244,43335.365428813275,43377.96555329902,43239.67655057431,43329.31326916939,496
2025-09-27 15:53:42.111244,43244.26481548451,43237.71702266104,43219.13035824893,43228.35373981454,422
2025-09-27 16:08:42.111244,43317.09719113294,43340.19010796107,43304.35118901236,43320.68395383173,258
2025-09-27 16:23:42.111244,43474.87572570185,43575.38135190592,43470.09276502103,43475.91265289717,279
2025-09-27 16:38:42.111244,43643.35496947057,43622.58674299287,43527.373206177064,43616.18344145565,176
2025-09-27 16:53:42.111244,43561.248308520204,43596.67192964825,43400.211744175045,43490.87958366331,405
2025-09-27 17:08:42.111244,43403.07436094462,43589.02503247399,43310.200561891135,43445.076497976675,235
2025-09-27 17:23:42.111244,43492.230408846175,43561.47150058924,43376.68326414239,43495.34478337826,286
2025-09-27 17:38:42.111244,43606.84150858071,43752.23916074205,43633.696701381305,43642.255323137666,140
2025-09-27 17:53:42.111244,43618.71870510921,43615.80254575948,43469.819239604374,43570.95795815193,92
2025-09-27 18:08:42.111244,43526.05574326381,43679.221942998694,43445.87786024134,43543.68788234341,470
2025-09-27 18:23:42.111244,43335.02038311998,43433.54337192942,43284.05923610052,43378.316406933554,95
2025-09-27 18:38:42.111244,43218.609793977965,43234.750796961336,43074.90201183568,43199.464184012504,74
2025-09-27 18:53:42.111244,43374.25116150498,43346.46364283578,43239.112054800964,43321.92182806269,403
2025-09-27 19:08:42.111244,43545.844539096186,43550.496311612376,43427.13214419876,43525.936603039365,244
2025-09-27 19:23:42.111244,43521.857791811824,43565.097781074015,43364.74537685711,43515.71385549337,398
2025-09-27 19:38:42.111244,43679.096788551506,43722.70859933719,43660.324326940565,43666.822560868226,148
2025-09-27 19:53:42.111244,43764.09195520119,43789.551171934945,43640.60876765083,43721.646735316426,305
2025-09-27 20:08:42.111244,43599.231564716276,43630.611318782874,43617.21691275521,43625.4575428167,410
